location,target_end_date,horizon,reference_date,wis,model_id,target
massachusetts,2026-02-07,1,2026-02-07,0.23432265811496317,ACCIDDA-InfluPaint,Flu ED visits pct
st-paul,2026-02-07,1,2026-02-07,0.30834869427813427,ACCIDDA-InfluPaint,Flu ED visits pct
duluth,2026-02-07,1,2026-02-07,0.20515980953971544,ACCIDDA-InfluPaint,Flu ED visits pct
minneapolis,2026-02-07,1,2026-02-07,0.1168181009590626,ACCIDDA-InfluPaint,Flu ED visits pct
st-cloud,2026-02-07,1,2026-02-07,0.9623898806009024,ACCIDDA-InfluPaint,Flu ED visits pct
rochester,2026-02-07,1,2026-02-07,2.156252099863357,ACCIDDA-InfluPaint,Flu ED visits pct
minnesota,2026-02-07,1,2026-02-07,2.2474304196569657,ACCIDDA-InfluPaint,Flu ED visits pct
columbia,2026-02-07,1,2026-02-07,0.18395098787215022,ACCIDDA-InfluPaint,Flu ED visits pct
greenville,2026-02-07,1,2026-02-07,0.19412381771538004,ACCIDDA-InfluPaint,Flu ED visits pct
florence,2026-02-07,1,2026-02-07,1.451596342060301,ACCIDDA-InfluPaint,Flu ED visits pct
charleston,2026-02-07,1,2026-02-07,3.360222061326107,ACCIDDA-InfluPaint,Flu ED visits pct
rock-hill,2026-02-07,1,2026-02-07,0.19602227487497859,ACCIDDA-InfluPaint,Flu ED visits pct
horry,2026-02-07,1,2026-02-07,1.0368942059990434,ACCIDDA-InfluPaint,Flu ED visits pct
south-carolina,2026-02-07,1,2026-02-07,0.22267134322060483,ACCIDDA-InfluPaint,Flu ED visits pct
houston,2026-02-07,1,2026-02-07,0.3194523572093911,ACCIDDA-InfluPaint,Flu ED visits pct
san-antonio,2026-02-07,1,2026-02-07,4.859884428928295,ACCIDDA-InfluPaint,Flu ED visits pct
beaumont,2026-02-07,1,2026-02-07,0.7623602694935269,ACCIDDA-InfluPaint,Flu ED visits pct
el-paso,2026-02-07,1,2026-02-07,0.6524402573042446,ACCIDDA-InfluPaint,Flu ED visits pct
austin,2026-02-07,1,2026-02-07,1.7905656164222283,ACCIDDA-InfluPaint,Flu ED visits pct
dallas,2026-02-07,1,2026-02-07,0.7109268683857388,ACCIDDA-InfluPaint,Flu ED visits pct
texas,2026-02-07,1,2026-02-07,0.6641285879082145,ACCIDDA-InfluPaint,Flu ED visits pct
provo,2026-02-07,1,2026-02-07,0.4924680484665766,ACCIDDA-InfluPaint,Flu ED visits pct
salt-lake-city,2026-02-07,1,2026-02-07,0.6143146608604325,ACCIDDA-InfluPaint,Flu ED visits pct
ogden,2026-02-07,1,2026-02-07,0.2721306921044985,ACCIDDA-InfluPaint,Flu ED visits pct
utah,2026-02-07,1,2026-02-07,0.1724993720650673,ACCIDDA-InfluPaint,Flu ED visits pct
